3	k141_107 flag=1 multi=705.5050 len=12609
3	k141_970 flag=0 multi=733.7115 len=56032
3	k141_1843 flag=0 multi=698.1057 len=16377
3	k141_1266 flag=0 multi=702.7985 len=25885
3	k141_2235 flag=0 multi=759.8821 len=76427
3	k141_1942 flag=0 multi=610.0072 len=4017
3	k141_858 flag=0 multi=696.7899 len=25484
3	k141_1912 flag=0 multi=684.7560 len=123506
3	k141_139 flag=1 multi=687.8316 len=9723
3	k141_1816 flag=0 multi=686.4697 len=12105
3	k141_529 flag=0 multi=696.9180 len=186803
3	k141_1333 flag=1 multi=698.8910 len=10062
3	k141_464 flag=0 multi=683.9489 len=28773
3	k141_2398 flag=1 multi=703.0529 len=32802
3	k141_894 flag=0 multi=725.1517 len=37747
3	k141_703 flag=1 multi=679.7583 len=123755
3	k141_1542 flag=0 multi=738.0118 len=6686
3	k141_1020 flag=0 multi=689.6109 len=78061
3	k141_2231 flag=0 multi=690.7654 len=7352
3	k141_1285 flag=0 multi=712.9110 len=176069
3	k141_2720 flag=0 multi=711.8654 len=116392
3	k141_2771 flag=1 multi=699.7076 len=105324
3	k141_2446 flag=0 multi=668.9031 len=26977
3	k141_967 flag=1 multi=686.5207 len=157103
3	k141_644 flag=1 multi=651.4689 len=43155
3	k141_740 flag=0 multi=713.1373 len=36507
3	k141_2942 flag=0 multi=839.0845 len=19436
3	k141_1207 flag=0 multi=679.1823 len=36677
3	k141_2131 flag=0 multi=730.8769 len=261075
3	k141_1408 flag=1 multi=677.2075 len=29187
3	k141_540 flag=0 multi=697.8727 len=240999
3	k141_1132 flag=0 multi=712.9566 len=15515
3	k141_2075 flag=0 multi=727.7618 len=81786
3	k141_1276 flag=0 multi=1377.0000 len=5374
3	k141_1746 flag=1 multi=536.7463 len=93084
3	k141_418 flag=0 multi=711.6006 len=117081
4	k141_1093 flag=0 multi=915.2104 len=4733
5	k141_2014 flag=0 multi=2512.5808 len=263834
5	k141_2051 flag=0 multi=2547.6115 len=144390
5	k141_2915 flag=0 multi=2694.3999 len=13965
5	k141_2750 flag=0 multi=2609.1978 len=17056
5	k141_1517 flag=0 multi=2546.7890 len=1037292
5	k141_655 flag=0 multi=2479.6493 len=311194
5	k141_2527 flag=0 multi=2521.7866 len=21460
5	k141_1189 flag=0 multi=2584.0123 len=115256
5	k141_2147 flag=0 multi=2474.7327 len=180243
5	k141_2322 flag=0 multi=2454.1786 len=131587
5	k141_2542 flag=0 multi=2712.0106 len=20101
5	k141_2902 flag=0 multi=2680.6335 len=321868
5	k141_2836 flag=0 multi=2462.9758 len=12189
5	k141_2850 flag=0 multi=2632.3593 len=180898
5	k141_2834 flag=0 multi=2713.8665 len=914947
5	k141_1917 flag=0 multi=2465.9031 len=8466
6	k141_883 flag=0 multi=115.9957 len=32658
6	k141_2479 flag=0 multi=120.9645 len=108289
6	k141_944 flag=0 multi=124.9265 len=37235
6	k141_2959 flag=0 multi=123.9851 len=329560
6	k141_2093 flag=1 multi=121.9522 len=193473
6	k141_2263 flag=0 multi=125.2331 len=301300
6	k141_2164 flag=0 multi=146.4487 len=762583
6	k141_1727 flag=0 multi=125.9223 len=250168
6	k141_882 flag=0 multi=127.8996 len=480992
6	k141_2952 flag=0 multi=125.9715 len=612840
6	k141_2957 flag=0 multi=122.7727 len=626547
6	k141_832 flag=0 multi=140.8313 len=254948
6	k141_1235 flag=0 multi=120.9657 len=153873
6	k141_2157 flag=0 multi=120.9204 len=66433
6	k141_2953 flag=0 multi=123.9002 len=244786
7	k141_2056 flag=0 multi=1391.0037 len=8791
8	k141_792 flag=0 multi=1747.3965 len=10291
9	k141_1812 flag=0 multi=70.7938 len=15081
10	k141_2964 flag=3 multi=22013.3291 len=5225
11	k141_1774 flag=1 multi=5.0000 len=6693
11	k141_2089 flag=1 multi=4.0000 len=4037
11	k141_1794 flag=1 multi=11.5829 len=7367
11	k141_2737 flag=1 multi=5.0000 len=9871
11	k141_1048 flag=1 multi=4.0000 len=4225
11	k141_400 flag=1 multi=4.0000 len=4688
11	k141_488 flag=1 multi=4.0000 len=8670
11	k141_2618 flag=1 multi=5.0000 len=6761
11	k141_241 flag=1 multi=4.0000 len=4917
11	k141_2054 flag=1 multi=5.0000 len=7542
11	k141_275 flag=1 multi=5.0000 len=4454
12	k141_1343 flag=0 multi=428.8038 len=5901
13	k141_1683 flag=0 multi=35.4807 len=6920
13	k141_572 flag=0 multi=53.9412 len=39817
13	k141_2386 flag=0 multi=46.7077 len=71362
13	k141_982 flag=0 multi=65.9805 len=146591
13	k141_734 flag=0 multi=43.9424 len=33012
13	k141_113 flag=0 multi=29.3706 len=8435
13	k141_2149 flag=0 multi=40.9572 len=74185
13	k141_1238 flag=0 multi=58.0525 len=25575
13	k141_218 flag=0 multi=49.9494 len=42715
13	k141_1803 flag=0 multi=57.8870 len=22329
13	k141_455 flag=0 multi=44.9865 len=80327
13	k141_108 flag=0 multi=60.3952 len=4506
13	k141_155 flag=0 multi=45.4865 len=68227
13	k141_2603 flag=0 multi=47.0901 len=165343
13	k141_2569 flag=0 multi=65.5295 len=101942
13	k141_1142 flag=0 multi=39.6575 len=10897
13	k141_2505 flag=0 multi=59.9606 len=66028
13	k141_1521 flag=0 multi=45.8021 len=119942
13	k141_606 flag=0 multi=74.7904 len=15672
13	k141_1669 flag=0 multi=70.3484 len=6831
13	k141_2178 flag=0 multi=59.8908 len=23913
13	k141_2391 flag=0 multi=62.8766 len=22246
13	k141_546 flag=0 multi=58.9562 len=58390
13	k141_1842 flag=0 multi=45.9236 len=26070
13	k141_1221 flag=0 multi=68.6167 len=6439
13	k141_491 flag=0 multi=46.8487 len=6831
13	k141_746 flag=0 multi=59.6775 len=70022
13	k141_2757 flag=0 multi=58.6720 len=202467
13	k141_2683 flag=0 multi=55.9464 len=33563
13	k141_2604 flag=0 multi=68.2353 len=121976
13	k141_1659 flag=0 multi=48.8115 len=11348
13	k141_2430 flag=0 multi=58.8661 len=105079
13	k141_1019 flag=0 multi=51.5141 len=122596
13	k141_2313 flag=0 multi=32.2910 len=9729
13	k141_1129 flag=0 multi=44.9612 len=50002
13	k141_2351 flag=0 multi=57.9892 len=231840
13	k141_2568 flag=0 multi=46.7272 len=72011
13	k141_1952 flag=0 multi=57.2642 len=41002
13	k141_1271 flag=0 multi=42.7875 len=8839
13	k141_996 flag=0 multi=45.4106 len=109721
13	k141_2860 flag=0 multi=46.9206 len=293173
13	k141_1486 flag=0 multi=39.9447 len=31168
13	k141_562 flag=0 multi=44.9317 len=28474
13	k141_1026 flag=0 multi=63.5916 len=6929
13	k141_1503 flag=0 multi=69.9377 len=79347
13	k141_2198 flag=0 multi=71.7094 len=5517
13	k141_1708 flag=0 multi=65.9734 len=107672
13	k141_1773 flag=0 multi=76.9300 len=47938
13	k141_2124 flag=0 multi=64.9457 len=52031
13	k141_1888 flag=0 multi=58.9702 len=85688
13	k141_1891 flag=0 multi=53.5332 len=5137
13	k141_373 flag=0 multi=40.3520 len=6234
13	k141_2166 flag=0 multi=45.9401 len=33206
13	k141_489 flag=0 multi=44.8029 len=43751
13	k141_909 flag=0 multi=71.2111 len=21412
13	k141_2132 flag=0 multi=41.8690 len=29881
13	k141_745 flag=0 multi=55.8044 len=29702
13	k141_2316 flag=0 multi=76.9663 len=260360
13	k141_268 flag=1 multi=61.9338 len=37900
13	k141_2385 flag=0 multi=58.8986 len=25303
13	k141_2650 flag=0 multi=64.5164 len=77048
13	k141_849 flag=0 multi=40.8888 len=14909
13	k141_852 flag=0 multi=50.9623 len=58494
13	k141_2296 flag=0 multi=64.3792 len=80007
13	k141_1795 flag=0 multi=55.2072 len=367939
13	k141_1234 flag=0 multi=41.5161 len=6545
13	k141_2226 flag=0 multi=48.9404 len=35564
13	k141_2325 flag=0 multi=53.8775 len=107419
13	k141_571 flag=0 multi=37.8550 len=11366
13	k141_2818 flag=0 multi=45.9491 len=145538
13	k141_593 flag=0 multi=71.8103 len=16611
13	k141_1563 flag=0 multi=46.8935 len=19149
13	k141_2113 flag=0 multi=80.7697 len=15426
13	k141_2555 flag=0 multi=55.8644 len=17987
13	k141_1379 flag=0 multi=59.9482 len=50243
13	k141_2034 flag=0 multi=49.1297 len=7466
13	k141_2098 flag=0 multi=49.9639 len=59879
13	k141_658 flag=0 multi=77.7052 len=179398
13	k141_1698 flag=0 multi=51.0815 len=83739
13	k141_1335 flag=0 multi=53.9770 len=101528
13	k141_2142 flag=0 multi=64.9661 len=83184
13	k141_1430 flag=0 multi=52.9224 len=29617
13	k141_215 flag=0 multi=64.9307 len=40773
13	k141_2806 flag=0 multi=55.5974 len=112369
13	k141_788 flag=0 multi=46.8464 len=229735
13	k141_2076 flag=0 multi=51.7711 len=10557
13	k141_423 flag=0 multi=51.4380 len=94059
13	k141_2109 flag=0 multi=55.3586 len=75324
13	k141_1018 flag=0 multi=58.8782 len=21089
13	k141_1246 flag=0 multi=44.3207 len=5355
13	k141_752 flag=0 multi=72.8654 len=158768
13	k141_1539 flag=0 multi=67.7374 len=11369
13	k141_2875 flag=0 multi=49.9692 len=70193
13	k141_659 flag=0 multi=62.6193 len=81654
13	k141_1966 flag=0 multi=51.7424 len=8853
13	k141_760 flag=0 multi=69.9424 len=52810
13	k141_1831 flag=0 multi=42.4875 len=104924
13	k141_1153 flag=0 multi=58.8829 len=11036
13	k141_2787 flag=0 multi=56.3064 len=327705
13	k141_2544 flag=0 multi=47.4336 len=67362
13	k141_2536 flag=0 multi=50.9745 len=86446
13	k141_530 flag=0 multi=42.9384 len=30162
13	k141_2930 flag=0 multi=68.2416 len=187567
13	k141_755 flag=0 multi=48.8206 len=11913
13	k141_2819 flag=0 multi=47.9553 len=46447
13	k141_778 flag=0 multi=65.9253 len=38421
13	k141_1225 flag=0 multi=50.3075 len=69839
13	k141_2405 flag=0 multi=54.7476 len=9555
13	k141_344 flag=0 multi=63.9784 len=64242
13	k141_2105 flag=0 multi=60.8455 len=51905
13	k141_2396 flag=0 multi=60.1856 len=21351
13	k141_442 flag=1 multi=71.9164 len=37513
13	k141_282 flag=0 multi=48.9393 len=61451
13	k141_1714 flag=0 multi=55.5627 len=380746
13	k141_554 flag=0 multi=55.5555 len=209695
13	k141_129 flag=0 multi=43.8589 len=13550
13	k141_495 flag=0 multi=58.9139 len=54645
13	k141_1514 flag=0 multi=66.8873 len=133566
13	k141_1914 flag=0 multi=60.9846 len=171636
13	k141_884 flag=0 multi=66.1480 len=14874
13	k141_711 flag=0 multi=58.6626 len=197894
13	k141_1536 flag=0 multi=63.9814 len=149225
13	k141_402 flag=0 multi=46.7363 len=62327
13	k141_143 flag=0 multi=62.8637 len=17424
13	k141_1041 flag=0 multi=49.6829 len=6941
13	k141_701 flag=0 multi=55.4992 len=14871
13	k141_1772 flag=0 multi=72.9251 len=42429
13	k141_2475 flag=0 multi=48.3256 len=87919
13	k141_2440 flag=0 multi=72.9378 len=51087
13	k141_2933 flag=0 multi=48.6699 len=159846
13	k141_1072 flag=0 multi=56.5790 len=417026
13	k141_2697 flag=0 multi=45.5141 len=6253
13	k141_1143 flag=0 multi=65.9701 len=54616
13	k141_2566 flag=0 multi=42.8475 len=33270
13	k141_490 flag=0 multi=62.2411 len=60370
13	k141_1103 flag=0 multi=56.9514 len=50793
13	k141_528 flag=0 multi=60.9372 len=42149
13	k141_553 flag=3 multi=50.5889 len=11210
13	k141_1295 flag=0 multi=57.7382 len=9722
13	k141_545 flag=0 multi=47.2967 len=7680
13	k141_787 flag=0 multi=47.9720 len=37035
13	k141_808 flag=0 multi=52.5166 len=115470
13	k141_771 flag=0 multi=45.2888 len=88428
13	k141_1945 flag=0 multi=46.9310 len=63834
13	k141_1067 flag=0 multi=64.7870 len=13362
13	k141_1947 flag=0 multi=67.7653 len=128268
13	k141_863 flag=0 multi=68.1088 len=265016
13	k141_2598 flag=0 multi=57.2125 len=58550
13	k141_90 flag=0 multi=51.5091 len=4712
13	k141_476 flag=0 multi=50.7111 len=131169
13	k141_1652 flag=0 multi=70.4413 len=91946
13	k141_2141 flag=0 multi=54.4342 len=37487
13	k141_1800 flag=0 multi=65.6548 len=78722
13	k141_2936 flag=0 multi=52.8116 len=124866
13	k141_1780 flag=0 multi=45.4378 len=60418
13	k141_2015 flag=0 multi=61.7709 len=107205
13	k141_1368 flag=0 multi=49.8834 len=18634
13	k141_2258 flag=0 multi=67.5896 len=7324
13	k141_1370 flag=0 multi=49.6354 len=269953
13	k141_2162 flag=0 multi=76.7613 len=14150
13	k141_2892 flag=0 multi=41.8147 len=15366
13	k141_434 flag=0 multi=46.5489 len=85370
13	k141_2103 flag=0 multi=47.8794 len=16118
13	k141_1115 flag=0 multi=60.9127 len=30367
13	k141_1273 flag=0 multi=48.3148 len=183062
13	k141_2471 flag=0 multi=50.9008 len=22325
13	k141_395 flag=0 multi=50.8939 len=20880
13	k141_614 flag=0 multi=55.4716 len=12842
13	k141_1289 flag=0 multi=72.8298 len=38474
13	k141_601 flag=0 multi=64.9119 len=32094
13	k141_2181 flag=0 multi=52.7877 len=10916
13	k141_2434 flag=0 multi=56.9445 len=44576
13	k141_1199 flag=0 multi=69.9332 len=45581
13	k141_2687 flag=0 multi=62.1368 len=71511
13	k141_101 flag=0 multi=50.5055 len=149031
13	k141_249 flag=0 multi=43.2307 len=44538
13	k141_178 flag=0 multi=50.9276 len=46437
13	k141_406 flag=0 multi=45.0825 len=174374
13	k141_560 flag=0 multi=54.6016 len=6105
13	k141_2159 flag=1 multi=72.7546 len=13048
13	k141_706 flag=0 multi=59.4611 len=4958
13	k141_1791 flag=0 multi=78.8516 len=23265
13	k141_2678 flag=0 multi=62.8513 len=200703
13	k141_2789 flag=0 multi=61.9364 len=42320
13	k141_776 flag=0 multi=59.2937 len=120964
13	k141_2739 flag=0 multi=45.6943 len=47538
13	k141_138 flag=0 multi=69.6664 len=8510
13	k141_2954 flag=0 multi=48.1737 len=166330
13	k141_631 flag=0 multi=42.8807 len=15629
13	k141_243 flag=0 multi=60.8728 len=20896
13	k141_590 flag=0 multi=54.9808 len=124209
13	k141_1717 flag=0 multi=28.1865 len=7985
13	k141_2632 flag=0 multi=55.8533 len=100339
14	k141_2686 flag=0 multi=1920.5057 len=6012
15	k141_718 flag=0 multi=762.9179 len=4333
16	k141_1776 flag=0 multi=3449.8094 len=6126
17	k141_1409 flag=0 multi=4170.0703 len=23467
18	k141_2005 flag=0 multi=4365.0000 len=12808
19	k141_187 flag=0 multi=4370.0000 len=6327
20	k141_940 flag=0 multi=114.1026 len=7506
20	k141_1487 flag=0 multi=107.5159 len=4541
20	k141_1798 flag=0 multi=81.8674 len=10399
21	k141_2607 flag=0 multi=1810.2931 len=6450
22	k141_2047 flag=0 multi=4243.0000 len=21759
23	k141_2916 flag=0 multi=4263.2560 len=39871
23	k141_13 flag=0 multi=4274.0000 len=37030
23	k141_1174 flag=0 multi=385.3571 len=4084
23	k141_449 flag=0 multi=4502.0000 len=52437
23	k141_2388 flag=0 multi=4618.4632 len=65451
23	k141_1148 flag=0 multi=4378.5156 len=7117
23	k141_261 flag=0 multi=3533.1829 len=105007
23	k141_2070 flag=0 multi=3852.4586 len=20461
23	k141_2651 flag=0 multi=4148.0000 len=7245
23	k141_1449 flag=0 multi=2622.0820 len=4241
23	k141_1785 flag=0 multi=3606.8023 len=7734
23	k141_115 flag=0 multi=4568.0000 len=30570
23	k141_411 flag=0 multi=3942.7822 len=10046
23	k141_280 flag=0 multi=4538.4629 len=83812
23	k141_1940 flag=0 multi=4655.4861 len=15883
23	k141_2754 flag=0 multi=2296.0885 len=8821
23	k141_1627 flag=0 multi=4605.0000 len=19561
23	k141_2785 flag=0 multi=4360.0000 len=7859
23	k141_1538 flag=0 multi=3966.8179 len=12311
23	k141_1763 flag=0 multi=4386.7017 len=16109
23	k141_416 flag=0 multi=4294.4292 len=43812
23	k141_2117 flag=0 multi=4064.0000 len=7538
23	k141_1850 flag=0 multi=3532.4962 len=9638
23	k141_2323 flag=0 multi=4786.6653 len=24452
23	k141_2669 flag=0 multi=4304.0000 len=42875
23	k141_2738 flag=0 multi=4731.7921 len=32607
23	k141_298 flag=0 multi=4356.0000 len=30425
23	k141_2179 flag=0 multi=3680.0000 len=6938
23	k141_43 flag=0 multi=4420.6451 len=68119
23	k141_2433 flag=0 multi=3259.0702 len=14444
23	k141_133 flag=0 multi=4040.4267 len=17294
23	k141_710 flag=0 multi=4094.0000 len=10350
23	k141_2443 flag=0 multi=4392.1975 len=34980
23	k141_1894 flag=0 multi=1717.8736 len=15109
23	k141_708 flag=0 multi=4223.0000 len=13587
23	k141_2019 flag=0 multi=4546.8211 len=7771
23	k141_1140 flag=0 multi=3960.0000 len=11576
23	k141_1792 flag=0 multi=4605.0000 len=9419
23	k141_387 flag=0 multi=4313.3756 len=8788
23	k141_2905 flag=0 multi=4710.8350 len=38736
23	k141_1638 flag=0 multi=4390.0000 len=8807
23	k141_1198 flag=0 multi=1829.2744 len=6128
23	k141_1269 flag=0 multi=4407.0000 len=20286
23	k141_1044 flag=0 multi=3408.3049 len=59108
23	k141_149 flag=0 multi=4763.7912 len=39352
23	k141_1172 flag=0 multi=2736.7986 len=4084
23	k141_1490 flag=0 multi=3959.0959 len=18950
23	k141_396 flag=0 multi=4498.2915 len=20302
23	k141_1347 flag=0 multi=4339.0000 len=4652
23	k141_1392 flag=0 multi=3787.0000 len=48442
23	k141_1602 flag=0 multi=4392.0000 len=44049
23	k141_2786 flag=0 multi=3888.0000 len=32850
23	k141_314 flag=0 multi=4548.0000 len=12112
23	k141_2567 flag=0 multi=2242.5699 len=6577
23	k141_2772 flag=0 multi=4410.1843 len=40415
23	k141_2092 flag=0 multi=4264.2786 len=9811
23	k141_549 flag=0 multi=4313.0000 len=10084
23	k141_2495 flag=0 multi=4306.0000 len=35730
23	k141_2675 flag=0 multi=3691.7123 len=24860
23	k141_1951 flag=0 multi=4122.0000 len=6209
23	k141_2225 flag=0 multi=3753.3069 len=55766
23	k141_1334 flag=0 multi=1188.7327 len=4025
23	k141_1685 flag=0 multi=3913.0000 len=5250
23	k141_2066 flag=0 multi=4250.0000 len=10669
23	k141_1074 flag=0 multi=3341.0000 len=10692
23	k141_2950 flag=0 multi=3098.0000 len=5696
23	k141_975 flag=0 multi=1360.6204 len=6563
23	k141_453 flag=0 multi=4430.1038 len=30426
23	k141_1626 flag=0 multi=4532.0475 len=26241
23	k141_2561 flag=0 multi=1404.1751 len=6469
23	k141_1080 flag=0 multi=6198.6776 len=9683
23	k141_1982 flag=0 multi=3942.3556 len=6950
23	k141_517 flag=0 multi=4133.0000 len=16000
23	k141_1136 flag=0 multi=4114.4523 len=13984
23	k141_651 flag=0 multi=3650.5182 len=13884
23	k141_2000 flag=0 multi=4002.2822 len=21735
23	k141_889 flag=0 multi=4615.0000 len=5125
23	k141_2871 flag=0 multi=4330.7752 len=29701
23	k141_1946 flag=0 multi=3538.3038 len=14763
23	k141_933 flag=0 multi=3996.1493 len=20180
23	k141_2045 flag=0 multi=4062.4374 len=26767
23	k141_2562 flag=0 multi=4169.5146 len=8484
23	k141_1637 flag=0 multi=3738.9336 len=12377
23	k141_635 flag=0 multi=4416.0000 len=30751
23	k141_188 flag=0 multi=4066.0000 len=5444
23	k141_2811 flag=0 multi=4236.9831 len=36996
23	k141_327 flag=0 multi=4631.0000 len=28722
23	k141_1420 flag=1 multi=4476.4467 len=55817
23	k141_1778 flag=0 multi=2328.0984 len=8838
23	k141_1975 flag=0 multi=4547.0000 len=41681
23	k141_1085 flag=0 multi=4546.0000 len=4034
23	k141_1341 flag=1 multi=295.7312 len=4266
23	k141_1024 flag=0 multi=4752.6154 len=44001
23	k141_1002 flag=0 multi=4518.4656 len=85173
23	k141_1512 flag=0 multi=4462.0000 len=27939
23	k141_86 flag=0 multi=4469.0000 len=13221
23	k141_2586 flag=0 multi=3431.0900 len=6499
23	k141_2036 flag=0 multi=4259.7370 len=67098
23	k141_976 flag=0 multi=4645.0000 len=38776
23	k141_515 flag=0 multi=4357.0000 len=44681
23	k141_2 flag=0 multi=4678.8476 len=85971
23	k141_632 flag=0 multi=4422.7254 len=42931
23	k141_2912 flag=0 multi=4234.0182 len=9720
23	k141_2633 flag=0 multi=4434.0000 len=144465
23	k141_1969 flag=0 multi=4606.7308 len=41026
23	k141_2021 flag=0 multi=4835.8123 len=25054
23	k141_611 flag=0 multi=4061.0000 len=4517
23	k141_696 flag=0 multi=1841.4874 len=54548
23	k141_1152 flag=0 multi=4249.0000 len=5391
23	k141_1397 flag=0 multi=4284.0000 len=40188
23	k141_802 flag=0 multi=4486.0000 len=17665
23	k141_1149 flag=0 multi=4212.8633 len=43529
23	k141_2361 flag=0 multi=4335.9717 len=23040
23	k141_1537 flag=0 multi=3151.2616 len=16929
23	k141_2414 flag=0 multi=4599.0000 len=20467
23	k141_1916 flag=0 multi=4441.4864 len=15161
23	k141_2146 flag=0 multi=4414.6383 len=34711
23	k141_2143 flag=0 multi=4299.0450 len=140874
23	k141_2419 flag=0 multi=3889.4718 len=10194
23	k141_513 flag=0 multi=4441.0000 len=98119
23	k141_175 flag=0 multi=4099.5703 len=23369
23	k141_1442 flag=0 multi=3993.4077 len=27958
23	k141_1958 flag=0 multi=4686.6443 len=12500
23	k141_2612 flag=0 multi=4215.0000 len=63636
23	k141_2592 flag=0 multi=2438.2747 len=4385
23	k141_2696 flag=0 multi=4504.2256 len=51736
23	k141_11 flag=0 multi=3724.2683 len=10782
23	k141_1680 flag=0 multi=4268.3089 len=25440
23	k141_1494 flag=0 multi=2432.1280 len=12242
24	k141_598 flag=0 multi=941.3980 len=5628
25	k141_1739 flag=0 multi=1399.1823 len=5872
26	k141_2334 flag=1 multi=5327.9980 len=8049
27	k141_225 flag=0 multi=1231.3253 len=4767
28	k141_2935 flag=0 multi=529.2861 len=8733
29	k141_2480 flag=0 multi=1816.0092 len=10179
30	k141_2963 flag=3 multi=14990.7828 len=5527
31	k141_725 flag=0 multi=349.5532 len=34507
31	k141_1288 flag=0 multi=327.4861 len=20950
31	k141_713 flag=0 multi=352.8345 len=176014
31	k141_1064 flag=0 multi=369.6867 len=13718
32	k141_1743 flag=0 multi=672.6541 len=21556
33	k141_2064 flag=0 multi=1422.5802 len=4846
34	k141_2461 flag=0 multi=4338.3783 len=28562
35	k141_60 flag=0 multi=563.0245 len=12703
36	k141_2478 flag=0 multi=2319.4133 len=4334
